,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
99,002868,绿康生化,0.29,-14.71,3.31,9.32,0.25,2651.62,-14.17,,05-02
100,300647,超频三,0.09,0.0,3.08,3.09,-0.14,841.71,9.3,,05-02
101,601828,美凯龙,,,,,,103101.57,-2.04,,04-30
102,000568,泸州老窖,0.57,34.26,,6.99,,79746.8,34.19,,04-29
103,600634,富控互动,0.05,4900.0,,0.99,,2871.52,3434.04,,04-29
104,300093,金刚玻璃,,,,0.05,,46.2,15.36,,04-29
105,600259,广晟有色,0.01,-104.0,,0.09,,171.9,-102.62,,04-29
106,000593,大通燃气,0.01,-14.29,,0.19,,208.24,2.47,,04-29
107,600651,飞乐音响,-0.06,-380.95,,-1.63,,-5811.48,-382.16,,04-29
108,002030,达安基因,,,,1.67,,2698.18,0.85,,04-29
109,600671,天目药业,-0.03,-37.44,,-5.39,,-309.38,-37.43,,04-29
110,601288,农业银行,0.16,0.0,3.95,4.37,,5571000.0,1.87,,04-29
111,600297,广汇汽车,0.18,31.91,,3.95,,97066.45,31.88,,04-29
112,000632,三木集团,0.01,38.3,,0.24,,301.13,38.58,,04-29
113,601398,工商银行,0.21,0.0,5.46,3.95,,7578600.0,1.37,,04-29
114,002399,海普瑞,-0.01,-103.88,,-0.15,,-1208.13,-106.17,,04-29
115,000682,东方电子,0.01,44.07,,0.53,,835.56,45.68,,04-29
116,002126,银轮股份,0.11,-31.25,,3.39,,7866.08,39.93,,04-29
117,600773,西藏城投,0.02,18.75,,0.55,,1385.38,22.04,,04-29
118,000778,新兴铸管,0.06,472.9,,1.28,,23058.39,489.74,,04-29
119,600791,京能置业,0.01,379.31,,0.41,,629.11,383.99,,04-29
120,000524,岭南控股,0.06,162.5,,3.07,,3385.52,418.13,,04-29
121,600995,文山电力,0.2,11.11,,5.78,,9480.77,11.41,,04-29
122,002618,丹邦科技,0.02,-39.55,,0.47,,792.87,20.92,,04-29
123,000543,皖能电力,-0.02,-110.31,,-0.36,,-4002.83,-111.55,,04-29
124,000995,皇台酒业,-0.08,300.0,,-35.04,,-1339.87,257.11,,04-29
125,002024,苏宁易购,0.01,-125.0,,0.12,,7825.2,-126.43,,04-29
126,600271,航天信息,0.21,-48.78,,4.15,,39561.25,7.33,,04-29
127,601228,广州港,0.03,,,1.5,,16293.67,29.95,,04-29
128,000626,远大控股,0.16,-80.37,,3.33,,9590.25,-41.97,,04-29
129,300135,宝利国际,0.01,60.0,,0.59,,700.42,44.64,,04-29
130,002377,国创高新,-0.02,-19.62,,-1.18,,-908.83,-19.4,,04-29
131,600308,华泰股份,0.11,349.15,,1.88,,12390.97,349.27,,04-29
132,000655,金岭矿业,0.03,-123.57,,0.76,,1981.71,-124.55,,04-29
133,002072,凯瑞德,-0.02,-75.38,,-2.97,,-280.89,-75.41,,04-29
134,600754,锦江股份,0.21,1.56,,1.54,,19902.9,20.93,,04-29
135,600015,华夏银行,0.34,-17.07,12.68,2.73,0.7,449900.0,1.53,,04-29
136,600033,福建高速,0.08,25.28,,2.51,,21502.2,25.43,,04-29
137,603966,法兰泰克,0.01,-120.0,,0.24,,162.31,-129.21,,04-29
138,000777,中核科技,-0.03,-208.75,,-1.05,,-1336.07,-208.9,,04-29
139,000818,方大化工,0.04,213.33,,1.28,,2923.3,217.88,,04-29
140,600843,上工申贝,0.11,43.04,,3.1,,6036.97,43.08,,04-29
141,000059,华锦股份,0.28,-2.61,,4.12,,44846.38,-2.62,,04-29
142,000897,津滨发展,-0.01,93.33,,-0.72,,-937.93,91.44,,04-29
143,600877,*ST嘉陵,0.08,-167.26,,,,5718.27,-167.27,,04-29
144,000403,ST生化,0.07,16.67,,3.5,,1951.09,10.4,,04-29
145,000917,电广传媒,0.07,-22.22,,0.92,,10109.34,-20.99,,04-29
146,603266,天龙股份,0.23,-8.0,,3.18,,2087.5,10.85,,04-29
147,000423,东阿阿胶,0.92,11.05,,6.98,,60456.62,11.05,,04-29
148,600961,株冶集团,0.01,-50.0,,2.0,,279.09,-47.92,,04-29
149,600185,格力地产,0.13,-51.85,,3.59,,26227.08,69.21,,04-29
150,600579,天华院,0.0,-107.0,,0.04,,43.04,-107.15,,04-29
151,000961,中南建设,0.04,-68.03,,1.1,,15078.74,1.31,,04-29
152,600596,新安股份,0.09,-232.04,,1.54,,6241.91,-231.99,,04-29
153,601000,唐山港,0.07,-41.67,,2.46,,33765.35,22.71,,04-29
154,603399,吉翔股份,0.0,-103.0,,0.08,,144.26,-102.89,,04-29
155,600221,海航控股,0.05,-57.99,,1.43,,83514.0,-42.05,,04-29
156,002623,亚玛顿,0.04,-42.86,,0.32,,699.23,-34.75,,04-29
157,000548,湖南投资,0.01,66.67,,1.0,,253.8,99.41,,04-29
158,600613,神奇制药,0.04,-42.86,,0.9,,2140.67,-43.29,,04-29
159,601021,春秋航空,0.38,-17.39,,4.06,,30325.6,-17.3,,04-29
160,600238,海南椰岛,-0.05,-19.87,,-2.4,,-2045.71,-26.84,,04-29
161,000567,海德股份,0.12,762.68,,8.15,,1851.81,760.5,,04-29
162,600633,浙数文化,0.97,572.41,,17.78,,125975.13,636.8,,04-29
163,000592,平潭发展,-0.01,-650.0,,-0.41,,-1284.26,-1234.27,,04-29
164,600650,锦江投资,0.13,50.56,,2.25,,7394.16,49.86,,04-29
165,002350,北京科锐,-0.04,-852.94,,-0.73,,-837.58,-848.45,,04-29
166,000611,天首发展,-0.0,-82.01,,-0.72,,-139.56,-81.83,,04-29
167,600668,尖峰集团,0.33,340.54,,4.57,,11220.05,339.84,,04-29
168,601258,庞大集团,0.02,100.0,,0.89,,11689.06,206.19,,04-29
169,600295,鄂尔多斯,0.11,37.5,,1.51,,11078.91,27.74,,04-29
170,600687,刚泰控股,0.07,-48.18,,1.87,,10583.57,-48.24,,04-29
171,601390,中国中铁,0.11,7.0,,1.84,,262258.3,15.32,,04-29
172,603727,博迈科,0.1,-66.67,,0.95,,2284.49,-56.14,,04-29
173,002722,金轮股份,0.14,0.0,,1.48,,2478.58,10.6,,04-29
174,000681,视觉中国,0.04,12.53,,1.23,,2929.2,13.92,,04-29
175,002419,天虹股份,0.28,21.74,,3.91,,22285.22,21.33,,04-29
176,002435,长江润发,0.14,366.67,,1.32,,6731.09,1058.4,,04-29
177,600377,宁沪高速,0.17,13.54,,3.88,,87867.29,13.57,,04-29
178,002130,沃尔核材,0.02,-50.0,,0.52,,1362.75,-33.61,,04-29
179,002451,摩恩电气,0.01,-8.33,,0.7,,471.78,-8.17,,04-29
180,002316,键桥通讯,-0.05,-600.0,,-2.51,,-2127.53,-875.67,,04-29
181,600236,桂冠电力,0.05,-58.33,,2.34,,32010.77,-56.08,,04-29
182,002653,海思科,0.04,0.0,,1.94,,4435.6,5.46,,04-29
183,601186,中国铁建,0.21,12.17,,2.17,,287864.4,11.93,,04-29
184,603618,杭电股份,0.03,-75.0,,1.29,,2905.7,-4.25,,04-29
185,600666,奥瑞德,0.06,50.0,,1.82,,4738.24,54.24,,04-29
186,603688,石英股份,0.07,15.71,,1.24,,1491.66,16.42,,04-29
187,600299,安迪苏,0.12,-42.86,,2.58,,31655.28,-43.54,,04-29
188,600690,青岛海尔,0.29,8.78,,6.38,,173876.36,8.89,,04-29
189,601515,东风股份,0.18,0.0,,5.64,,20183.29,0.23,,04-29
190,002725,跃岭股份,0.05,-37.5,,0.89,,811.01,-35.58,,04-29
191,002741,光华科技,0.02,41.86,,1.1,,878.56,42.07,,04-29
192,603885,吉祥航空,0.33,-17.5,,5.36,,42039.66,-7.45,,04-29
193,600757,长江传媒,0.12,9.09,,2.49,,13967.87,0.63,,04-29
194,600018,上港集团,0.05,-6.27,,1.86,,114157.76,-6.4,,04-29
195,603919,金徽酒,0.41,2.5,,6.69,,11365.55,23.01,,04-29
196,600775,南京熊猫,0.01,-71.81,,0.32,,1073.36,-71.69,,04-29
197,601997,贵阳银行,0.42,-6.67,9.57,4.48,3.46,96692.5,19.56,,04-29
198,600037,歌华有线,0.13,-3.85,,1.39,,17739.05,-3.9,,04-29
199,600416,湘电股份,-0.04,-500.0,,-0.58,,-3701.72,-812.34,,04-29
200,000780,*ST平能,-0.02,-73.81,,-0.55,,-2253.15,-73.55,,04-29
201,000800,一汽轿车,0.1,-138.23,,2.08,,16172.89,-138.22,,04-29
202,603033,三维股份,0.08,-52.94,,0.65,,734.97,-34.59,,04-29
203,002192,融捷股份,0.0,-57.14,,0.04,,30.63,-57.47,,04-29
204,000038,深大通,0.29,29.82,,1.84,,9418.11,164.79,,04-29
205,000850,华茂股份,0.01,-22.15,,0.24,,1093.01,-22.04,,04-29
206,600846,同济科技,0.05,25.0,,1.58,,3040.77,16.64,,04-29
207,600881,亚泰集团,-0.08,33.33,,-1.74,,-19789.16,23.58,,04-29
208,600170,上海建工,0.07,-12.5,,2.21,,50264.14,1.16,,04-29
209,000428,华天酒店,-0.06,-0.0,,-2.25,,-6451.22,11.84,,04-29
210,600965,福成股份,0.03,-40.0,,1.4,,2477.04,-39.24,,04-29
211,600188,兖州煤业,0.36,607.75,,3.99,,174856.7,606.49,,04-29
212,002594,比亚迪,0.2,-37.5,,1.15,,60579.5,-28.79,,04-29
213,600582,天地科技,0.0,-40.0,,0.08,,1155.51,-46.06,,04-29
214,600984,建设机械,-0.02,-54.55,,-0.32,,-1017.45,-54.6,,04-29
215,603358,华达科技,0.49,11.36,,5.19,,7762.01,48.03,,04-29
216,600207,安彩高科,-0.02,,,-0.95,,-1786.19,-2544.02,,04-29
217,002610,爱康科技,0.0,-90.0,,0.17,,961.13,-30.21,,04-29
218,000982,*ST中绒,-0.08,65.0,,-8.29,,-14892.19,63.48,,04-29
219,603429,集友股份,0.32,28.88,,5.45,,1994.55,57.54,,04-29
220,002626,金达威,0.11,37.5,,3.02,,6628.19,38.0,,04-29
221,000552,靖远煤电,0.05,10.89,,1.82,,11630.69,122.37,,04-29
222,600241,时代万恒,-0.04,-33.33,,-1.36,,-847.32,-36.09,,04-29
223,600261,阳光照明,0.08,14.29,,3.62,,11638.21,15.68,,04-29
224,600653,申华控股,-0.04,-12.22,,-3.52,,-8245.72,-5.81,,04-29
225,601336,新华保险,0.59,-7.81,19.74,3.04,-1.57,183700.0,-7.87,,04-29
226,603699,纽威股份,0.07,-22.22,,2.08,,5202.37,-22.22,,04-29
227,600322,天房发展,0.05,1543.33,,1.3,,5450.39,1531.32,,04-29
228,002713,东易日盛,-0.23,-8.0,,-5.79,,-5872.65,-5.49,,04-29
229,600713,南京医药,0.07,21.82,,2.26,,5989.99,20.88,,04-29
230,002406,远东传动,0.06,20.0,,1.49,,3365.93,14.05,,04-29
231,603808,歌力思,0.24,71.43,,3.41,,6031.19,153.15,,04-29
232,000691,亚太实业,-0.01,23.91,,-5.15,,-184.74,24.74,,04-29
233,600362,江西铜业,0.16,166.67,,1.11,,54125.09,168.78,,04-29
234,600745,闻泰科技,0.22,2100.0,5.73,3.78,0.53,13794.28,2291.83,,04-29
235,600004,白云机场,0.35,16.67,,3.54,,40784.65,17.95,,04-29
236,002133,广宇集团,0.03,,,0.7,,1992.26,4420.91,,04-29
237,600051,宁波联合,0.03,105.84,,0.44,,863.12,106.08,,04-29
238,000788,北大医药,0.01,0.0,,0.61,,696.58,3.01,,04-29
239,600798,宁波海运,0.02,1791.67,,0.86,,2338.18,1755.2,,04-29
240,600730,中国高科,-0.0,-90.0,,-0.05,,-99.61,-88.78,,04-29
241,600746,江苏索普,0.15,3639.02,,10.16,,4698.53,3669.65,,04-29
242,600006,东风汽车,0.04,-42.01,,1.08,,7031.14,-42.04,,04-29
243,002439,启明星辰,-0.01,33.33,,-0.25,,-671.02,26.94,,04-29
244,600381,青海春天,0.06,66.77,,1.88,,3787.88,66.3,,04-29
245,000732,泰禾集团,0.19,-28.33,,1.27,,23066.78,-28.35,,04-29
246,600764,中国海防,0.04,104.76,,2.71,,1405.75,101.88,,04-29
247,600399,抚顺特钢,0.02,-35.81,,1.58,,3146.05,-35.8,,04-29
248,600781,辅仁药业,0.03,1.95,,1.51,,557.85,1.88,,04-29
249,600423,*ST柳化,0.1,-145.45,,-976.74,,4068.63,-146.02,,04-29
250,000789,万年青,0.01,24.71,,0.23,,651.8,24.29,,04-29
251,600085,同仁堂,0.21,11.46,,3.7,,29390.4,11.78,,04-29
252,600478,科力远,-0.02,-36.84,,-2.53,,-3284.12,-5.69,,04-29
253,000829,天音控股,0.01,0.0,,0.28,,625.84,-31.69,,04-29
254,600834,申通地铁,0.05,31.71,,1.7,,2464.25,31.71,,04-29
255,600104,上汽集团,0.72,0.14,,4.0,,826103.51,4.1,,04-29
256,000046,泛海控股,0.08,127.17,,2.35,,43461.18,137.01,,04-29
257,000860,顺鑫农业,0.33,7.23,,2.75,,18795.66,7.22,,04-29
258,600854,春兰股份,-0.01,-112.07,,-0.4,,-765.91,-112.1,,04-29
259,600120,浙江东方,0.45,60.71,,3.54,,22526.31,59.41,,04-29
260,000887,中鼎股份,0.26,23.81,,4.63,,31331.51,32.89,,04-29
261,002552,宝鼎科技,-0.03,-30.23,,-1.4,,-986.12,-23.15,,04-29
262,600887,伊利股份,0.29,11.54,,7.24,,173365.33,11.58,,04-29
263,000416,民生控股,0.01,-155.24,,0.7,,616.11,-155.1,,04-29
264,000927,一汽夏利,-0.17,59.27,,-16.98,,-26582.97,59.29,,04-29
265,603303,得邦照明,0.23,0.0,,3.14,,5479.45,34.66,,04-29
266,600177,雅戈尔,0.49,-55.13,,5.51,,126178.9,-48.45,,04-29
267,600571,信雅达,0.03,-47.69,,1.26,,1489.32,3.61,,04-29
268,600973,宝胜股份,0.03,-51.47,,0.84,,3023.45,-21.42,,04-29
269,600195,中牧股份,0.17,-8.4,,2.2,,7454.0,-8.4,,04-29
270,600588,用友网络,-0.11,-26.67,,-2.96,,-16703.37,-22.92,,04-29
271,000971,高升控股,0.08,0.0,,1.13,,4000.13,14.06,,04-29
272,600992,贵绳股份,0.02,30.19,,0.37,,507.47,30.12,,04-29
273,601018,宁波港,0.05,0.0,2.68,1.95,-0.07,68185.4,3.59,,04-29
274,002316,键桥通讯,-0.05,-600.0,,-2.51,,-2127.53,-875.67,,04-29
275,600236,桂冠电力,0.05,-58.33,,2.34,,32010.77,-56.08,,04-29
276,002653,海思科,0.04,0.0,,1.94,,4435.6,5.46,,04-29
277,601186,中国铁建,0.21,12.17,,2.17,,287864.4,11.93,,04-29
278,603618,杭电股份,0.03,-75.0,,1.29,,2905.7,-4.25,,04-29
279,600666,奥瑞德,0.06,50.0,,1.82,,4738.24,54.24,,04-29
280,603668,天马科技,0.06,0.0,,1.81,,1186.21,26.25,,04-29
281,600685,中船防务,0.01,1757.14,,0.18,,1841.07,1677.1,,04-29
282,603718,海利生物,0.04,-60.0,,2.51,,2493.99,-11.52,,04-29
283,000659,*ST中富,-0.01,-75.0,,-2.28,,-1087.34,-77.96,,04-29
284,600329,中新药业,0.17,8.75,,3.18,,13374.76,11.85,,04-29
285,000679,大连友谊,0.03,-36.4,,0.82,,1134.21,-36.46,,04-29
286,600735,新华锦,0.05,44.98,,2.32,,1795.27,45.24,,04-29
287,601818,光大银行,0.18,0.0,4.99,3.83,,857900.0,1.57,,04-29
288,600369,西南证券,0.0,-93.0,,0.13,,2388.6,-93.05,,04-29
289,600751,天海投资,-0.01,-198.18,,-0.22,,-1579.4,-199.27,,04-29
290,601900,南方传媒,0.14,-12.5,,3.06,,11116.08,0.26,,04-29
291,601988,中国银行,0.15,0.0,4.59,3.44,1.31,4664900.0,0.06,,04-29
292,600030,中信证券,0.19,35.71,,1.6,,230078.87,40.18,,04-29
293,600406,国电南瑞,0.01,0.0,3.65,0.2,-0.3,1786.15,27.15,,04-29
294,600787,中储股份,0.01,-87.04,,0.32,,2976.61,-87.01,,04-29
295,600432,*ST吉恩,-0.1,-16.67,,-8.13,,-16257.64,-16.99,,04-29
296,600805,悦达投资,0.01,-72.97,,0.13,,827.32,-73.79,,04-29
297,600461,洪城水业,0.07,-41.67,,1.61,,5507.12,34.25,,04-29
298,000815,美利云,-0.01,-85.71,,-0.5,,-988.28,-57.02,,04-29
299,600822,上海物贸,0.02,18.27,,2.15,,1154.64,18.03,,04-29
300,600184,光电股份,0.0,100.0,,0.04,,97.71,60.39,,04-29
301,000509,华塑控股,-0.01,-49.06,,-13.21,,-448.86,-48.54,,04-29
302,002285,世联行,0.05,66.67,,2.19,,9271.54,51.18,,04-29
303,600595,中孚实业,0.0,-96.67,,0.07,,360.38,-96.8,,04-29
304,600999,招商证券,0.21,18.13,,2.27,,137451.62,36.23,,04-29
305,000566,海南海药,0.05,-54.55,,1.21,,6614.32,12.1,,04-29
306,600637,东方明珠,0.16,24.7,,1.61,,42968.47,24.72,,04-29
307,601137,博威合金,0.09,-25.0,,1.74,,5494.67,115.73,,04-29
308,600654,*ST中安,-0.02,-150.0,,-0.89,,-2640.6,-147.61,,04-29
309,601211,国泰君安,0.32,10.34,,2.65,,256334.48,7.94,,04-29
310,600281,太化股份,-0.03,171.58,,-2.43,,-1326.26,172.37,,04-29
311,000616,海航投资,0.03,-1253.85,,1.19,,4733.49,-1391.33,,04-29
312,002370,亚太药业,0.17,41.67,,2.12,,4676.47,93.23,,04-29
313,603689,皖天然气,0.12,-14.29,,2.44,,3813.65,9.7,,04-29
314,601618,中国中冶,0.07,0.0,,2.35,,144173.8,5.61,,04-29
315,000686,东北证券,0.08,-60.0,,1.23,,19335.74,-51.7,,04-29
316,603839,安正时尚,0.3,7.14,,4.18,,7067.21,16.5,,04-29
317,002742,三圣股份,0.12,-33.33,,1.92,,2588.6,0.62,,04-29
318,603886,元祖股份,-0.08,-50.0,,-2.32,,-1896.93,-34.91,,04-29
319,600758,红阳能源,0.28,1300.0,,6.87,,36890.03,1469.89,,04-29
320,600776,东方通信,0.01,11.22,,0.63,,1874.23,11.22,,04-29
321,600063,皖维高新,0.02,6.25,,0.74,,2718.92,2.38,,04-29
322,000801,四川九洲,0.0,-95.74,,0.06,,136.13,-91.29,,04-29
323,600811,东方集团,0.03,-78.54,,0.44,-0.14,8546.17,-63.19,,04-29
324,000021,深科技,0.08,-22.78,,2.2,,11672.47,-22.71,,04-29
325,600469,风神股份,-0.21,-224.71,,-4.97,,-11896.85,-286.35,,04-29
326,300273,和佳股份,0.05,-19.35,,1.83,,4298.8,-19.35,,04-29
327,002193,如意集团,0.02,-33.33,,0.2,,497.82,24.17,,04-29
328,600098,广州发展,0.01,-80.91,,0.21,,3203.03,-80.82,,04-29
329,002514,宝馨科技,0.04,-42.86,,2.39,,2282.68,24.79,,04-29
330,600847,*ST万里,-0.01,-59.78,,-0.24,,-110.32,-60.31,,04-29
331,603123,翠微股份,0.07,7.46,,1.28,,3791.13,8.74,,04-29
332,000155,川化股份,0.02,-128.57,,0.89,,2548.2,-173.7,,04-29
333,600153,建发股份,0.15,36.36,,1.94,,42224.26,32.76,,04-29
334,600898,国美通讯,0.0,-66.28,,0.2,,74.31,-65.96,,04-29
335,000429,粤高速A,0.14,40.0,,3.39,,28671.92,125.43,,04-29
336,600566,济川药业,0.36,33.96,,7.64,,29071.11,39.01,,04-29
337,603322,超讯通信,-0.1,-1100.0,,-1.62,,-770.53,-1054.81,,04-29
338,600985,雷鸣科化,0.05,-16.67,,1.08,,1348.48,-8.32,,04-29
339,600208,新湖中宝,0.04,266.67,,1.3,,38048.9,236.79,,04-29
340,002611,东方精工,0.01,-50.0,,0.44,,671.73,-40.18,,04-29
341,002306,*ST云网,-0.01,-50.0,,,,-370.59,-55.78,,04-29
342,600242,中昌数据,0.06,-332.0,,1.74,,2407.07,-447.77,,04-29
343,000584,哈工智能,-0.03,-34.72,,-1.09,,-1639.9,-34.67,,04-29
344,600642,申能股份,0.11,-13.28,,1.97,,50593.47,-13.12,,04-29
