,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
805,002757,南兴装备,0.1024,0.0142,0.823,0.0669,6.8474
806,601011,宝泰隆,0.1021,0.0067,3.1196,0.0151,1.969
807,002571,*ST德力,0.1019,0.0092,,0.0367,3.6841
808,603906,龙蟠科技,0.1019,0.0215,1.0095,0.075,9.421
809,600010,包钢股份,0.1018,0.0076,5.5048,0.0114,1.2602
810,601666,平煤股份,0.1017,0.0138,1.4815,0.0201,2.9178
811,300160,秀强股份,0.1014,0.0192,0.5991,0.0556,5.9499
812,002254,泰和新材,0.1014,0.0161,1.3906,0.0911,10.5312
813,002861,瀛通通讯,0.1011,0.0203,0.9468,0.1234,13.0489
814,002827,高争民爆,0.1009,0.0086,0.6742,0.0637,6.9462
815,603838,四通股份,0.1004,0.0117,0.6915,0.069,12.1662
816,002823,凯中精密,0.1001,0.0207,0.9125,0.0609,7.6781
817,000552,靖远煤电,0.0996,0.0111,0.9325,0.0334,3.3446
818,002688,金河生物,0.0993,0.0123,0.7421,0.0303,6.1092
819,600018,上港集团,0.0993,0.0067,0.55,0.0167,2.3796
820,002467,二六三,0.0992,0.0077,0.722,0.0279,2.8946
821,600508,上海能源,0.0992,0.0099,0.879,0.0287,4.5418
822,603035,常熟汽饰,0.099,0.0108,0.5608,0.0383,4.1037
823,002691,冀凯股份,0.0989,0.0043,4.7842,0.0488,7.3827
824,603178,圣龙股份,0.098,0.0185,1.2653,0.0322,5.197
825,002175,东方网络,0.0976,0.006,0.4564,0.0127,2.5317
826,603881,数据港,0.0976,0.0074,0.4663,0.0159,4.0483
827,002085,万丰奥威,0.0972,0.0257,1.0969,0.0693,9.1099
828,300196,长海股份,0.0972,0.013000000000000001,0.6521,0.0587,8.3485
829,300086,康芝药业,0.0971,0.0051,0.7307,0.0448,5.5777
830,002851,麦格米特,0.0966,0.0133,1.1938,0.0414,4.5743
831,300398,飞凯材料,0.0964,0.0086,0.7114,0.0255,2.7739
832,002129,中环股份,0.096,0.006999999999999999,1.5001,0.0132,2.0019
833,300652,雷迪克,0.096,0.0181,0.594,0.0389,3.9286
834,000759,中百集团,0.0949,0.0525,3.7579,0.0893,9.62
835,002423,中原特钢,0.0949,0.0048,,0.0091,1.1028
836,600808,马钢股份,0.0949,0.0239,1.6292,0.0361,5.1098
837,002628,成都路桥,0.0947,0.0042,3.0887,0.0085,0.9841
838,002726,龙大肉食,0.0946,0.0591,1.7616,0.3241,33.7019
839,603688,石英股份,0.0946,0.0081,0.6984,0.1439,17.1708
840,000601,韶能股份,0.0943,0.0088,0.6097,0.0184,5.1758
841,300084,海默科技,0.0943,0.0022,,0.0085,0.9651
842,603129,春风动力,0.0942,0.032,1.0771,0.0552,5.6048
843,600796,钱江生化,0.0941,0.01,1.8899,0.0278,4.4326
844,002881,美格智能,0.0939,0.02,1.3643,0.0386,3.9718
845,002656,摩登大道,0.0937,0.0087,0.2649,0.0279,4.8144
846,603335,迪生力,0.0935,0.0291,1.2324,0.0661,6.9676
847,002887,绿茵生态,0.0935,0.0084,0.2695,0.0237,2.3792
848,603958,哈森股份,0.0934,0.0269,1.0282,0.1825,18.6063
849,600617,国新能源,0.0934,0.0121,3.7883,0.0149,3.5791
850,002127,南极电商,0.0931,0.0032,0.2504,0.0151,1.5119999999999998
851,000659,*ST中富,0.09300000000000001,0.0125,,0.015,1.6517
852,603899,晨光文具,0.0925,0.0372,0.8043,0.1569,16.4857
853,603938,三孚股份,0.0925,0.0384,0.682,0.2851,30.215
854,000100,TCL集团,0.0923,0.0156,3.4819999999999998,0.0227,3.3703
855,600029,南方航空,0.0923,0.0141,1.5527,0.0196,4.2932
856,000543,皖能电力,0.0921,0.0089,,0.02,4.0673
857,600305,恒顺醋业,0.0919,0.0146,0.7435,0.0539,6.6647
858,300109,新开源,0.0909,0.0071,0.3999,0.0993,11.8188
859,000887,中鼎股份,0.0899,0.0155,0.6809,0.0306,6.4528
860,002109,兴化股份,0.0896,0.0103,0.8089,0.0353,3.5285
861,002021,中捷资源,0.0894,0.0116,,0.0251,2.884
862,000813,德展健康,0.0894,0.0076,0.1927,0.1585,17.5734
863,600461,洪城水业,0.0892,0.0084,0.8728,0.0152,2.2844
864,002477,雏鹰农牧,0.0889,0.0056,0.8515,0.0094,1.3656
865,601127,小康股份,0.0888,0.0244,1.819,0.0317,3.4477
866,002626,金达威,0.0887,0.0118,0.5735,0.040999999999999995,7.797000000000001
867,002288,超华科技,0.0887,0.0091,2.2576,0.0231,2.3536
868,002681,奋达科技,0.0884,0.0077,0.6944,0.0264,4.4751
869,600810,神马股份,0.0881,0.0269,3.9352,0.0373,4.5219
870,002220,天宝食品,0.08800000000000001,0.0044,1.0029,0.009000000000000001,3.7166
871,603699,纽威股份,0.0879,0.0114,0.9037,0.0315,3.3085
872,600426,华鲁恒升,0.0875,0.0152,0.6858,0.0377,6.7437
873,600623,华谊集团,0.0874,0.026000000000000002,4.3838,0.0528,6.1418
874,300441,鲍斯股份,0.0873,0.0092,0.5299,0.037000000000000005,3.897
875,300460,惠伦晶体,0.0872,0.0066,2.8516,0.0251,2.6965
876,000862,银星能源,0.087,0.0022,7.5806,0.0031,1.9528
877,000587,金洲慈航,0.0869,0.0065,2.144,0.0087,1.3706
878,603777,来伊份,0.0866,0.0344,1.2367,0.1254,12.683
879,300112,万讯自控,0.0866,0.0077,2.0005,0.040999999999999995,4.7199
880,000757,浩物股份,0.0865,0.0148,1.1237,0.0369,6.7484
881,002293,罗莱生活,0.0862,0.0199,0.7289,0.0581,7.0195
882,000737,*ST南风,0.086,0.0146,,0.0151,1.9848
883,002433,太安堂,0.0858,0.0091,1.2613,0.0276,5.3371
884,000423,东阿阿胶,0.0858,0.0129,0.2376,0.0661,6.8455
885,000807,云铝股份,0.0857,0.0128,3.1176,0.0189,2.5573
886,000539,粤电力A,0.0856,0.0068,,0.0117,2.7611
887,002267,陕天然气,0.0856,0.0212,1.0254,0.0453,6.6053
888,601111,中国国航,0.0854,0.0106,1.3668,0.0172,3.8511
889,002059,云南旅游,0.0853,0.0047,,0.0088,1.1443
890,000989,九芝堂,0.0852,0.0118,0.4388,0.0847,9.4648
891,002422,科伦药业,0.0851,0.0081,0.9224,0.0151,1.6909999999999998
892,000875,吉电股份,0.0851,0.004,1.3753,0.0057,1.3001
893,601015,陕西黑猫,0.0851,0.0175,4.9825,0.0302,3.471
894,600323,瀚蓝环境,0.0849,0.006,0.5832,0.0105,2.8004
895,600098,广州发展,0.0843,0.0112,11.0268,0.0243,3.569
896,600356,恒丰纸业,0.084,0.0109,1.0807,0.0456,4.612
897,300100,双林股份,0.0838,0.0133,0.8519,0.025,2.8887
898,601107,四川成渝,0.0834,0.0036,0.4335,0.0059,2.0885
899,600801,华新水泥,0.0833,0.0107,4.1921,0.0173,2.9687
900,600717,天津港,0.0832,0.0083,0.7161,0.0223,4.4293
901,603393,新天然气,0.0832,0.0108,0.4128,0.0805,9.7608
902,002379,宏创控股,0.0831,0.0182,1.0778,0.1717,17.1683
903,002539,云图控股,0.0828,0.0174,2.1311,0.0268,2.8253
904,002490,*ST墨龙,0.0821,0.006999999999999999,,0.0105,1.1015
905,600428,中远海特,0.0821,0.0063,11.6526,0.0114,2.8114
906,002632,道明光学,0.0821,0.006999999999999999,0.5982,0.0797,10.2004
907,002003,伟星股份,0.08199999999999999,0.0103,3.1249,0.0564,5.6452
908,603002,宏昌电子,0.0819,0.013000000000000001,2.1591,0.0383,3.8326
909,603223,恒通股份,0.0818,0.0605,2.8222,0.2327,25.8071
910,603630,拉芳家化,0.0817,0.0106,0.563,0.1025,10.9427
911,603233,大参林,0.0817,0.0383,1.2131,0.0636,6.443
912,600303,曙光股份,0.0812,0.0077,0.1601,0.0121,1.5469
913,600552,凯盛科技,0.0811,0.0119,3.9357,0.0236,2.8116
914,300041,回天新材,0.0807,0.015,0.6159,0.10400000000000001,11.356
915,002728,特一药业,0.0807,0.0077,0.6544,0.018000000000000002,2.5543
916,300214,日科化学,0.08,0.0213,3.3704,0.2324,23.7872
917,000410,*ST沈机,0.0799,0.0029,,0.0029,0.364
918,000913,钱江摩托,0.0791,0.011000000000000001,1.9768,0.0329,4.257
919,002168,深圳惠程,0.079,0.002,,0.0061,0.6222
920,002269,美邦服饰,0.0789,0.0234,4.5648,0.0532,5.9331
921,002241,歌尔股份,0.0789,0.0152,1.2398,0.028999999999999998,3.9795
922,300107,建新股份,0.0786,0.008,1.5968,0.1224,13.2051
923,002200,云投生态,0.0786,0.0039,,0.0055,0.5582
924,002199,东晶电子,0.0785,0.0067,3.7951,0.0344,7.1424
925,300686,智动力,0.0784,0.0224,1.1059999999999999,0.0631,6.3104
926,600085,同仁堂,0.0783,0.0163,0.5731,0.0571,7.2455
927,300391,康跃科技,0.078,0.006999999999999999,3.1056,0.0134,1.5955
928,300110,华仁药业,0.078,0.0076,4.7918,0.0167,2.2634
929,600425,*ST青松,0.078,0.0008,,0.0014,0.2851
930,600246,万通地产,0.0778,0.0038,0.7090000000000001,0.0076,1.6323
931,600745,闻泰科技,0.0772,0.0298,2.4459999999999997,0.0431,4.558
932,601228,广州港,0.0768,0.0063,0.745,0.0152,2.5849
933,600862,中航高科,0.0767,0.0069,0.8185,0.0123,1.4316
934,300009,安科生物,0.0767,0.0078,0.3277,0.0318,3.8451
935,603416,信捷电气,0.0765,0.0071,0.2774,0.0582,6.5797
936,300526,中潜股份,0.0764,0.0094,0.741,0.031,3.1023
937,002702,海欣食品,0.0763,0.0122,,0.0387,3.8871
938,000800,一汽轿车,0.0762,0.0308,2.0398,0.0563,5.9238
939,000025,特力A,0.0761,0.0052,1.7007,0.0232,2.6272
940,600203,福日电子,0.0761,0.0336,9.5933,0.0625,6.5314
941,600595,中孚实业,0.076,0.0082,,0.0106,1.6454
942,600021,上海电力,0.0753,0.006,1.8094,0.0083,1.9765
943,300275,梅安森,0.0751,0.0093,0.6313,0.0213,2.1413
944,600731,湖南海利,0.0751,0.0131,2.6001,0.0242,2.9262
945,300498,温氏股份,0.0747,0.0222,0.6495,0.0945,10.1369
946,300127,银河磁体,0.0746,0.0075,0.3008,0.1427,15.3144
947,000798,中水渔业,0.0745,0.0103,,0.0296,3.2279
948,002522,浙江众成,0.0743,0.0043,0.7362,0.0188,3.1874
949,300657,弘信电子,0.0742,0.0169,1.4288,0.0249,2.9972
950,603269,海鸥股份,0.0742,0.0082,1.375,0.0146,1.5387
951,002824,和胜股份,0.07400000000000001,0.0169,0.7428,0.1239,12.7293
952,000096,广聚能源,0.07400000000000001,0.0063,0.4039,0.1178,14.6197
953,000597,东北制药,0.0738,0.0108,8.2734,0.0143,2.104
954,002798,帝王洁具,0.0737,0.008,2.8201,0.0636,6.6629
955,603298,杭叉集团,0.0736,0.0236,0.9458,0.0838,8.4951
956,002403,爱仕达,0.0736,0.0147,1.0886,0.0355,4.4956
957,600616,金枫酒业,0.0733,0.0089,0.3941,0.0571,6.9367
958,600479,千金药业,0.0732,0.0155,1.3951,0.0484,5.4429
959,603789,星光农机,0.0731,0.0074,0.7862,0.025,2.6397
960,002528,英飞拓,0.0729,0.0092,,0.0325,5.2832
961,600640,号百控股,0.0728,0.015,1.5703,0.0763,7.8392
962,603939,益丰药房,0.0727,0.0185,1.1164,0.0656,6.8166
963,002559,亚威股份,0.0723,0.0078,1.0039,0.0272,3.0567
964,000823,超声电子,0.0722,0.0145,0.9802,0.0525,5.7427
965,601689,拓普集团,0.0718,0.0156,0.4847,0.0462,4.6918
966,600740,山西焦化,0.0717,0.0081,6.6481,0.0107,1.439
967,300121,阳谷华泰,0.0713,0.0185,0.7442,0.0372,6.0274
968,603299,井神股份,0.0711,0.0093,1.4862,0.0165,1.8603
969,603021,山东华鹏,0.071,0.0041,1.1976,0.0079,0.8802
970,600917,重庆燃气,0.0709,0.0121,1.0617,0.0239,4.8469
971,300338,开元股份,0.0708,0.0024,0.44299999999999995,0.0114,1.1487
972,300185,通裕重工,0.0706,0.0049,2.9073,0.0116,1.5275
973,603816,顾家家居,0.0706,0.0185,0.5086,0.0596,5.9713
974,002475,立讯精密,0.0702,0.0136,0.9179999999999999,0.0351,3.6098
975,600760,中航沈飞,0.0702,0.0113,,0.0169,1.7737
976,300341,麦迪电气,0.0699,0.0101,0.5772,0.0902,9.9548
977,002037,久联发展,0.0697,0.0069,5.9602,0.0105,1.2811
978,002174,游族网络,0.0697,0.0114,0.3018,0.0247,3.0801
979,002581,未名医药,0.0688,0.0068,0.2385,0.1572,21.2671
980,000501,鄂武商A,0.0687,0.0183,1.1222,0.0287,3.4666
981,002026,山东威达,0.0687,0.0074,0.6207,0.043,4.7061
982,600256,广汇能源,0.0683,0.0018,28.1843,0.0025,0.4486
983,300102,乾照光电,0.0679,0.0055,0.4378,0.0236,3.3862
984,600242,中昌数据,0.0678,0.0159,1.4058,0.0465,4.6847
985,000901,航天科技,0.0677,0.0162,5.1866,0.0458,6.5258
986,603197,保隆科技,0.0675,0.0192,0.6025,0.0342,3.9317
987,002613,北玻股份,0.0675,0.0067,5.7765,0.0389,4.1483
988,600361,华联综超,0.0672,0.0226,107.0464,0.0302,3.3454
989,002360,同德化工,0.0671,0.0064,0.6187,0.0428,6.7476
990,002342,巨力索具,0.067,0.0053,1.5535,0.013000000000000001,1.3623
991,300267,尔康制药,0.0666,0.0083,0.2395,0.0668,7.3491
992,000520,长航凤凰,0.0662,0.0233,2.841,0.0494,6.187
993,600532,宏达矿业,0.0661,0.0023,,0.008,1.0213
994,603916,苏博特,0.0656,0.0077,0.4993,0.0156,1.6138
995,603098,森特股份,0.0654,0.0073,0.6404,0.0345,3.4518
996,600618,氯碱化工,0.065,0.0209,1.7023,0.0359,4.1643
997,603398,邦宝益智,0.065,0.0069,0.3791,0.1116,13.6052
998,300193,佳士科技,0.0649,0.0046,0.5870000000000001,0.0329,3.4657
999,603689,皖天然气,0.0649,0.0158,1.4875,0.0482,7.7533
1000,603678,火炬电子,0.0649,0.006999999999999999,0.5866,0.0378,4.1495
1001,002437,誉衡药业,0.0648,0.0045,0.32299999999999995,0.0086,1.4239
1002,603118,共进股份,0.0648,0.0165,1.1944,0.0421,4.2330000000000005
1003,002122,天马股份,0.0645,0.0058,2.1194,0.0196,2.5191
1004,603311,金海环境,0.0645,0.0096,0.3737,0.0522,5.5655
1005,002850,科达利,0.0645,0.0072,0.5258,0.0281,2.8389
1006,002697,红旗连锁,0.0643,0.027000000000000003,2.8426,0.0584,5.8408
1007,600112,*ST天成,0.0643,0.0024,0.255,0.0041,0.4818
1008,601808,中海油服,0.0642,0.0025,,0.0044,1.1842
1009,300323,华灿光电,0.0638,0.0039,0.4,0.006999999999999999,1.0934
1010,002070,*ST众和,0.0631,0.0051,,0.0069,0.7241
1011,002476,宝莫股份,0.0631,0.0037,,0.0138,2.7834
1012,000060,中金岭南,0.0629,0.0175,1.3434,0.0347,4.7493
1013,600306,商业城,0.0628,0.0092,0.0878,0.0108,1.0962
1014,601600,中国铝业,0.0619,0.0131,3.8465,0.0185,2.9641
1015,601900,南方传媒,0.0612,0.0083,0.5349,0.0178,2.0805
1016,300088,长信科技,0.0611,0.024,1.81,0.045,4.5883
1017,002246,北化股份,0.0605,0.0097,1.5552,0.0376,4.2598
1018,000716,黑芝麻,0.0602,0.0088,1.463,0.0207,2.7215
1019,603326,我乐家居,0.06,0.0143,,0.0361,3.6827
1020,300671,富满电子,0.0599,0.0105,0.6169,0.0245,2.6931
1021,002859,洁美科技,0.0599,0.0059,0.4389,0.0164,2.1864
1022,000985,大庆华科,0.0598,0.0299,1.1866,0.1432,21.8182
1023,002867,周大生,0.0598,0.0191,0.3847,0.0614,6.2427
1024,000920,南方汇通,0.0598,0.0084,0.4297,0.0176,2.6224
1025,600789,鲁抗医药,0.0595,0.0086,2.4758,0.0157,2.0585
1026,600489,中金黄金,0.0594,0.0117,3.4806,0.0187,2.7251
1027,002865,钧达股份,0.0592,0.0104,1.2425,0.0167,1.7519
1028,601933,永辉超市,0.0591,0.0302,1.2423,0.0924,9.3777
1029,603659,璞泰来,0.0588,0.0114,0.298,0.0238,2.5003
1030,002158,汉钟精机,0.0588,0.0053,0.535,0.0272,2.8589
1031,300418,昆仑万维,0.0587,0.0068,0.1891,0.0154,1.9926
1032,002406,远东传动,0.0585,0.0068,0.5205,0.0573,6.0259
1033,002289,宇顺电子,0.0579,0.0049,,0.0094,1.0928
1034,300236,上海新阳,0.0576,0.0044,0.3584,0.0336,3.6665
1035,600636,*ST爱富,0.0576,0.0187,1.1279,0.0642,7.0682
1036,002049,紫光国芯,0.0571,0.0051,0.4418,0.0192,3.8475
1037,603586,金麒麟,0.057,0.0072,0.4363,0.0246,2.8251
1038,600782,新钢股份,0.0569,0.02,2.0684,0.0296,3.3017
1039,600650,锦江投资,0.0567,0.0069,0.3647,0.0339,5.3018
1040,603533,掌阅科技,0.0566,0.0207,0.6001,0.0802,8.147
1041,002062,宏润建设,0.0565,0.0086,1.5659999999999998,0.0111,1.285
1042,600063,皖维高新,0.0564,0.0059,1.9594,0.01,1.2474
1043,600438,通威股份,0.0563,0.0102,0.8906,0.0215,2.5631
1044,601010,文峰股份,0.0561,0.0177,1.2642,0.051,5.1894
1045,300392,腾信股份,0.0557,0.0095,,0.0164,1.7706
1046,600210,紫江企业,0.0557,0.0111,0.259,0.0194,2.1325
1047,600466,蓝光发展,0.0556,0.0023,1.3891,0.0028,0.4337
1048,000983,西山煤电,0.0553,0.0069,0.7113,0.0107,1.6549
1049,001896,豫能控股,0.0552,0.005,,0.0082,1.9491
1050,601899,紫金矿业,0.055,0.0111,0.9201,0.0172,2.9546
1051,000999,华润三九,0.055,0.0097,0.3587,0.027999999999999997,3.5779
1052,600308,华泰股份,0.0549,0.0114,1.3749,0.0207,2.7441
1053,002291,星期六,0.0547,0.0062,1.8171,0.0131,1.5305
1054,603701,德宏股份,0.0544,0.0085,0.3413,0.0317,3.9064
1055,600819,耀皮玻璃,0.0544,0.0053,3.7634,0.0104,1.341
1056,300681,英搏尔,0.0543,0.0126,0.2633,0.0322,4.3541
1057,000568,泸州老窖,0.0543,0.0101,0.1763,0.0614,6.3611
1058,002078,太阳纸业,0.0542,0.0112,0.4967,0.019,2.4066
1059,600649,城投控股,0.0541,0.0011,0.0588,0.0024,0.5326
1060,600463,空港股份,0.0539,0.0032,1.4538,0.0064,0.73
1061,600584,长电科技,0.0534,0.0091,,0.0118,2.3989
1062,603600,永艺股份,0.0533,0.0202,0.7752,0.0666,6.6877
1063,600578,京能电力,0.0531,0.0022,,0.0042,0.7835
1064,300629,新劲刚,0.053,0.0045,0.7616,0.0131,1.3929
1065,000030,富奥股份,0.0528,0.0096,0.4051,0.0265,3.4513
1066,603078,江化微,0.0525,0.0048,0.3558,0.0255,4.0663
1067,002574,明牌珠宝,0.0525,0.0152,2.7794,0.0776,7.7572
1068,000721,西安饮食,0.0524,0.0055,,0.0136,1.7387
1069,600699,均胜电子,0.0524,0.0105,1.1205,0.0185,3.5844
1070,002448,中原内配,0.0522,0.0052,0.2889,0.0161,3.8478
1071,002454,松芝股份,0.0521,0.0108,0.6687,0.0289,3.1931
1072,600761,安徽合力,0.0519,0.0145,0.8161,0.0444,5.148
1073,300319,麦捷科技,0.0518,0.0046,0.8545,0.0169,2.0278
1074,300094,国联水产,0.0518,0.0137,2.3728,0.0322,3.8788
1075,600833,第一医药,0.0515,0.0178,1.5931,0.0473,6.1169
1076,002472,双环传动,0.0513,0.0065,0.5942,0.0239,2.9641
1077,002237,恒邦股份,0.0507,0.0188,3.5129,0.0267,2.7286
1078,600067,冠城大通,0.0507,0.0063,0.3411,0.0109,1.5493
1079,000932,*ST华菱,0.0507,0.0127,2.577,0.0147,1.597
1080,300320,海达股份,0.0503,0.0096,0.4971,0.0335,3.4047
1081,002264,新华都,0.0501,0.0263,2.5051,0.0519,5.2136
1082,600985,雷鸣科化,0.05,0.0045,0.7039,0.0133,1.4825
1083,002274,华昌化工,0.0498,0.011000000000000001,1.3331,0.0202,2.3485
1084,002073,软控股份,0.0498,0.0035,2.8019,0.0082,1.3942
1085,000009,中国宝安,0.0495,0.0028,0.7117,0.0044,0.5988
1086,603313,梦百合,0.0495,0.0107,0.3553,0.0487,5.7973
1087,601888,中国国旅,0.0493,0.0157,0.3534,0.071,7.2389
1088,000715,中兴商业,0.0491,0.0148,1.9831,0.0347,4.8619
1089,002340,格林美,0.049,0.0044,0.7979,0.0072,1.1115
1090,002087,新野纺织,0.0488,0.0065,2.378,0.0101,1.5759999999999998
1091,600399,抚顺特钢,0.0483,0.0054,2.1342,0.0064,0.6679
1092,002299,圣农发展,0.0479,0.0082,9.9837,0.0176,1.8934
1093,002737,葵花药业,0.0479,0.0091,0.37,0.0275,3.6533
1094,300143,星普医科,0.0476,0.0008,0.0362,0.015,1.7452
1095,600606,绿地控股,0.0475,0.0037,0.9275,0.0041,0.5954
1096,601388,怡球资源,0.0474,0.013000000000000001,0.5489,0.0272,3.6654
1097,000812,陕西金叶,0.0473,0.0048,0.5837,0.0137,1.5039
1098,001696,宗申动力,0.0472,0.0093,0.6802,0.0247,2.5311
1099,300373,扬杰科技,0.0472,0.005,0.2596,0.0186,2.0213
1100,300061,康旗股份,0.0469,0.0047,0.3202,0.0373,5.2931
1101,002561,徐家汇,0.0467,0.0103,0.3975,0.0635,7.4703
1102,002188,ST巴士,0.0467,0.0037,2.2314,0.031,3.105
1103,002050,三花智控,0.0466,0.01,0.4982,0.0279,3.181
1104,300257,开山股份,0.0465,0.0045,1.2397,0.013999999999999999,1.4529
1105,000959,首钢股份,0.0464,0.0053,0.8998,0.0073,1.2930000000000001
1106,300381,溢多利,0.0464,0.0042,0.9834,0.0107,1.5563
1107,601200,上海环境,0.0462,0.0021,0.1375,0.0042,1.0445
1108,000723,美锦能源,0.0462,0.0096,0.3845,0.0225,2.6474
1109,002786,银宝山新,0.0459,0.0085,2.9873,0.0129,1.8186
1110,600126,杭钢股份,0.0459,0.0117,1.3903,0.03,3.2691
1111,600495,晋西车轴,0.0456,0.0023,,0.013999999999999999,1.5105
1112,600409,三友化工,0.0455,0.0108,0.4193,0.0171,2.3073
1113,300543,朗科智能,0.0451,0.0117,0.4749,0.0371,3.7325
1114,601366,利群股份,0.0448,0.019,1.1413,0.0325,3.4124
1115,600655,豫园股份,0.0443,0.0103,1.2697,0.0197,3.3734
1116,603555,贵人鸟,0.0442,0.0044,0.3562,0.0075,1.2052
1117,600110,诺德股份,0.044000000000000004,0.0053,0.7716,0.009000000000000001,1.0929
1118,600141,兴发集团,0.0439,0.0077,1.9226,0.0111,1.6139
1119,300576,容大感光,0.0437,0.0068,0.3429,0.0381,4.0626
1120,603303,得邦照明,0.0433,0.0119,0.7422,0.0374,3.7438
1121,600452,涪陵电力,0.0432,0.0054,0.374,0.0073,0.9593
1122,002840,华统股份,0.0432,0.0342,1.4056,0.1786,25.7424
1123,002452,长高集团,0.0432,0.0031,0.4519,0.0059,0.8636
1124,600309,万华化学,0.043,0.0083,0.1828,0.0141,2.0269999999999997
1125,600367,红星发展,0.043,0.0085,0.8376,0.0296,3.0472
1126,002650,加加食品,0.0428,0.0078,0.3793,0.0259,2.7326
1127,002686,亿利达,0.0427,0.004,0.4562,0.0122,1.4312
1128,600332,白云山,0.0427,0.0085,0.4488,0.0268,2.9718
1129,600547,山东黄金,0.0426,0.0144,1.2923,0.033,5.2215
1130,601588,北辰实业,0.0424,0.0019,0.4326,0.0024,0.4139
1131,000564,供销大集,0.0424,0.0051,1.7638,0.0129,1.6394
1132,002470,金正大,0.0423,0.0139,0.467,0.0337,3.9356
1133,600088,中视传媒,0.0422,0.0049,0.2501,0.0243,2.4311
1134,600386,北巴传媒,0.0421,0.0103,2.0727,0.0234,4.5039
1135,600829,人民同泰,0.042,0.0189,1.3216,0.0273,2.8941
1136,000756,新华制药,0.0419,0.0112,0.9931,0.02,2.3072
1137,002646,青青稞酒,0.0411,0.0062,0.1839,0.0439,4.6056
1138,603669,灵康药业,0.0406,0.0037,0.1744,0.034,3.7486
1139,600691,阳煤化工,0.0404,0.0046,8.3199,0.0052,0.6285
1140,002661,克明面业,0.0403,0.0069,0.5303,0.0329,3.6712
1141,000950,*ST建峰,0.0402,0.0049,,0.006,1.331
1142,002155,湖南黄金,0.0401,0.0086,0.8536,0.0274,4.9347
1143,600546,山煤国际,0.0396,0.0096,3.3097,0.0116,1.4268
1144,002741,光华科技,0.0396,0.0096,1.17,0.0388,4.4636
1145,002515,金字火腿,0.0393,0.0022,0.0877,0.0181,1.921
1146,300707,威唐工业,0.0391,0.0078,0.2238,0.0233,2.5535
1147,600178,东安动力,0.039,0.0051,0.8933,0.0091,0.977
1148,600863,内蒙华电,0.0384,0.0019,,0.0029,0.7194
1149,300279,和晶科技,0.0384,0.0052,0.3607,0.0127,1.2888
1150,002367,康力电梯,0.0383,0.0051,0.2272,0.0155,1.6439
1151,600183,生益科技,0.0382,0.0091,0.3129,0.0206,2.4242
1152,300019,硅宝科技,0.0382,0.0048,1.2528,0.0218,3.4869
1153,000595,*ST宝实,0.0379,0.0037,0.9133,0.0078,1.1436
1154,002662,京威股份,0.0376,0.0054,0.6319,0.0116,4.0844
1155,000581,威孚高科,0.0375,0.0051,0.1379,0.0223,2.6853
1156,600605,汇通能源,0.0375,0.016,3.7096,0.0303,4.7533
1157,300301,长方集团,0.0375,0.0039,1.2489,0.0108,1.2197
1158,000698,沈阳化工,0.0373,0.011000000000000001,1.431,0.0183,2.4847
1159,000888,峨眉山A,0.0373,0.0036,0.5719,0.0179,2.9562
1160,002493,荣盛石化,0.0372,0.0133,0.9784,0.0206,2.8253
1161,000032,深桑达A,0.0371,0.0057,1.5249,0.0303,3.2191
1162,600161,天坛生物,0.0371,0.0033,0.1612,0.0057,1.5
1163,000417,合肥百货,0.037000000000000005,0.0119,0.9046,0.0215,2.4153
1164,002239,奥特佳,0.0366,0.0061,0.5516,0.015,1.8206
1165,603615,茶花股份,0.0365,0.0046,0.2466,0.0888,9.217
1166,600190,锦州港,0.036000000000000004,0.0017,0.6921,0.0025,0.3945
1167,002696,百洋股份,0.0359,0.0076,49.6039,0.0193,1.9980000000000002
1168,603900,莱绅通灵,0.0357,0.0077,0.1759,0.0499,5.1079
1169,600160,巨化股份,0.0356,0.0084,0.5660000000000001,0.0613,6.8775
1170,002355,兴民智通,0.0354,0.0035,0.3591,0.0072,0.9009
1171,300233,金城医药,0.0344,0.0042,0.3434,0.0199,2.298
1172,600325,华发股份,0.0344,0.0012,0.2786,0.0015,0.2906
1173,600815,*ST厦工,0.0343,0.0042,0.8574,0.0045,0.4829
1174,600970,中材国际,0.0342,0.0046,0.8963,0.0063,0.7
1175,300470,日机密封,0.0342,0.0027,0.1957,0.0103,2.5432
1176,000836,鑫茂科技,0.034,0.0057,1.1051,0.0213,2.1861
1177,000931,中关村,0.0339,0.0025,,0.0052,0.7003
1178,002746,仙坛股份,0.0335,0.0062,0.9799,0.0349,3.5086
1179,300596,利安隆,0.0332,0.0081,0.3062,0.0271,2.9653
1180,002742,三圣股份,0.0329,0.0038,0.3987,0.0076,0.8465
1181,002243,通产丽星,0.0329,0.0049,0.7754,0.0325,3.8918
1182,000970,中科三环,0.0328,0.0046,0.3023,0.0335,3.6007
1183,600398,海澜之家,0.0327,0.0067,0.1669,0.0119,1.3821
1184,600515,海航基础,0.0324,0.0004,1.567,0.0008,0.1966
1185,000825,太钢不锈,0.0322,0.0075,1.8906,0.0111,1.5759
1186,600858,银座股份,0.0319,0.0101,4.1823,0.0141,1.5392
1187,603006,联明股份,0.0314,0.0066,0.2635,0.0277,2.8805
1188,600523,贵航股份,0.031,0.0076,0.7653,0.0207,2.0907
1189,600267,海正药业,0.0309,0.004,1.0517,0.0065,1.1174
